analysis,experiment,sqrt_s,luminosity,signal_region,N_obs,N_exp,sigma_exp,MET,HT_or_meff,N_jets,N_leptons,N_btags,category
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR2800_Low_long,1.0,1.5,3.1,,,,2800.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR3000_High_long,1.0,0.2,0.4,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR3000_Low_long,1.0,1.4,3.1,,,,3000.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR300_High_long,7.0,5.1,0.5,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR300_Low_long,35.0,40.9,2.7,,,,300.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR400_High_long,2.0,3.83,0.26,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR400_Low_long,33.0,29.2,2.2,,,,400.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR450_High_long,2.0,3.0,0.23,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR450_Low_long,30.0,21.5,1.6,,,,450.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR500_High_long,1.0,2.73,0.22,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR500_Low_long,27.0,19.4,1.2,,,,500.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR550_High_long,2.0,3.06,0.32,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR550_Low_long,29.0,21.8,1.5,,,,550.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR600_High_long,2.0,2.64,0.19,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR600_Low_long,24.0,18.4,1.3,,,,600.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR650_High_long,2.0,2.07,0.17,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR650_Low_long,19.0,15.0,1.0,,,,650.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR700_High_long,2.0,2.4,0.2,,,,,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR700_Low_long,21.0,16.6,1.2,,,,700.0,,long_lived
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR800_High_long,3.0,1.74,0.16,,,,,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR800_Low_long,14.0,12.0,1.1,,,,800.0,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR900_High_long,3.0,1.5,0.4,,,,,,long_lived high_multiplicity
ATLAS-SUSY-2018-42-eff,ATLAS,13.0,139.0,SR900_Low_long,13.0,10.4,0.9,,,,900.0,,long_lived high_multiplicity
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8125_815,41.0,38.7,12.69,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_815_8175,32.0,27.57,9.01,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8175_82,35.0,28.65,7.99,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_81_1,477.0,470.0,50.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_81_1_SF_77_1,620.0,630.0,70.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_81_8125,29.0,31.9,5.22,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8225_825,31.0,24.52,5.17,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_825_8275,30.0,29.41,5.56,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8275_83,30.0,28.23,5.29,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_82_1,340.0,350.0,40.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_82_8225,27.0,36.58,7.31,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8325_835,29.0,23.2,8.69,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_835_8375,19.0,26.13,7.8,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_8375_84,20.0,26.33,5.95,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_83_1,222.0,231.0,26.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_83_8325,24.0,29.78,11.44,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_845_85,27.0,30.4,8.7,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_84_1,130.0,126.0,15.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_84_845,34.0,30.55,8.15,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_85_1,69.0,65.0,10.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_85_86,34.0,37.23,7.65,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,DF_86_1,35.0,27.57,7.19,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_775_78,23.0,28.75,5.63,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_77_1,143.0,167.0,32.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_77_775,34.0,32.34,9.3,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_785_79,19.0,20.58,6.13,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_78_1,86.0,108.0,23.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_78_785,20.0,29.24,7.85,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_795_80,10.0,15.13,3.26,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_79_1,47.0,58.0,15.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_79_795,15.0,16.41,7.36,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_80_1,22.0,28.0,8.0,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_80_81,15.0,15.53,5.61,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SF_81_1,7.0,12.06,4.28,,,,2.0,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_100_105,13.0,16.33,5.29,100.0,102.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_100_infty,58.0,76.0,13.0,100.0,100.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_105_110,6.0,3.57,2.81,105.0,107.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_110_115,6.0,9.46,3.57,110.0,112.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_110_infty,39.0,58.0,11.0,110.0,110.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_115_120,3.0,11.6,3.08,115.0,117.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_120_125,6.0,8.53,4.82,120.0,122.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_120_infty,30.0,40.0,8.0,120.0,120.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_125_130,1.0,8.57,3.08,125.0,127.5,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_130_140,16.0,15.88,4.74,130.0,135.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_130_infty,23.0,24.0,6.0,130.0,130.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR0j_MT2_140_infty,7.0,9.2,3.4,140.0,140.0,0.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_100_105,27.0,12.29,4.35,100.0,102.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_100_infty,82.0,78.0,13.0,100.0,100.0,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_105_110,16.0,17.51,5.19,105.0,107.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_110_115,24.0,14.54,7.79,110.0,112.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_110_infty,39.0,50.0,17.0,110.0,110.0,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_115_120,3.0,20.64,4.52,115.0,117.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_120_125,5.0,4.65,1.84,120.0,122.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_120_infty,12.0,16.0,5.0,120.0,120.0,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_125_130,5.0,6.85,3.42,125.0,127.5,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_130_140,2.0,4.51,1.96,130.0,135.0,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_130_infty,2.0,6.9,2.8,130.0,130.0,1.0,,,
ATLAS-SUSY-2019-02-eff,ATLAS,13.0,139.0,SR1j_MT2_140_infty,0.0,2.4,1.6,140.0,140.0,1.0,,,
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_HM_High_MCT,3.0,1.1,0.5,,,,,,
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_HM_Low_MCT,6.0,4.1,1.9,,,,,,compressed
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_HM_Med_MCT,5.0,2.9,1.3,,,,,,
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_LM_High_MCT,7.0,7.3,1.5,,,,,,compressed
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_LM_Low_MCT,16.0,8.8,2.8,,,,,,compressed
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_LM_Med_MCT,11.0,11.3,3.1,,,,,,compressed
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_MM_High_MCT,2.0,1.4,0.6,,,,2.0,,
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_MM_Low_MCT,4.0,4.6,1.7,,,,2.0,,compressed
ATLAS-SUSY-2019-08-eff,ATLAS,13.0,139.0,SR_MM_Med_MCT,7.0,2.8,1.3,,,,2.0,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_1,331.0,314.0,33.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_10,11.0,13.4,2.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_11,0.0,0.5,0.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_12,0.0,0.49,0.24,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_13,111.0,89.0,11.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_14,19.0,16.0,1.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_15,5.0,2.8,0.6,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_16,1.0,1.3,0.27,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_17,13.0,13.7,2.6,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_18,9.0,9.2,1.3,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_19,3.0,2.3,0.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_2,31.0,35.0,6.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_20,1.0,1.09,0.13,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_3,3.0,4.1,1.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_4,2.0,1.2,0.5,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_5,42.0,58.0,5.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_6,7.0,8.0,0.9,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_7,3.0,5.8,1.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_8,1.0,0.8,0.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRWZ_9,77.0,90.0,20.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SR_WH_0j,261.0,244.0,14.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SR_WH_DFOS,20.0,11.5,2.4,,,,2.0,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SR_WH_nj,488.0,492.6,26.0,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jb,1.0,1.5,0.7,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jc,4.0,4.3,0.8,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jd,11.0,14.0,1.6,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Je,13.0,11.5,1.6,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jf1,37.0,35.7,3.2,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jf2,14.0,25.5,2.4,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jg1,43.0,39.5,3.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_0Jg2,17.0,21.0,7.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJa,3.0,6.0,1.6,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJb,2.0,1.4,0.6,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJc,2.0,2.1,0.8,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJd,2.0,5.4,1.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJe,2.0,3.0,1.1,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJf,11.0,9.9,2.5,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRhigh_nJg,4.0,6.8,1.8,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jb,25.0,32.0,4.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jc,42.0,44.0,4.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jd,77.0,54.0,4.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Je,101.0,91.0,6.0,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jf1,33.0,32.2,2.5,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jf2,7.0,5.9,1.1,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jg1,34.0,34.7,2.8,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_0Jg2,9.0,6.3,1.1,,,0.0,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJb,6.0,3.5,0.6,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJc,13.0,8.0,1.2,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJd,17.0,13.5,1.5,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJe,14.0,18.2,3.4,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJf1,25.0,23.4,2.5,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJf2,20.0,17.9,1.9,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJg1,22.0,17.0,3.5,,,,,,
ATLAS-SUSY-2019-09-eff,ATLAS,13.0,139.0,SRlow_nJg2,12.0,12.4,1.9,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar1,64.0,45.7,5.946427498927402,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar10,108.0,86.1,10.871982339941509,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar11,1.0,2.27,0.8733269719870101,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar12,26.0,20.6,3.4828149534536,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar13,6.0,6.5,1.811629101113139,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar14,11.0,10.5,1.875099997333476,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar15,12.0,10.7,1.7728508115461945,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar16,3.0,2.81,0.7906958960308318,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar17,393.0,382.05,31.71750305430741,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar2,981.0,965.9,85.28188553262645,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar3,23.0,11.8,2.414746363492448,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar4,249.0,285.5,27.075819470516493,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar5,48.0,38.8,6.5360538553472765,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar6,495.0,506.0,37.90778284204973,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar7,39.0,32.6,3.608323710533743,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar8,39.0,39.0,4.125530268947253,,,,,,
CMS-PAS-SUS-16-052-agg,CMS,13.0,35.9,ar9,16.0,23.1,4.075536774462966,,,,,,
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR10_Njet9_Nb3_HT750_MHT750,0.0,0.0,1.3,750.0,750.0,9.0,,3.0,high_MET high_multiplicity
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR11_Njet7_Nb1_HT300_MHT300,890.0,969.0,80.0,300.0,300.0,7.0,,1.0,high_multiplicity
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR12_Njet5_Nb1_HT750_MHT750,48.0,42.2,9.7,750.0,750.0,5.0,,1.0,high_MET high_multiplicity
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR1_Njet2_Nb0_HT500_MHT500,7838.0,7584.0,433.0,500.0,500.0,2.0,,0.0,
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR2_Njet3_Nb0_HT1500_MHT750,71.0,55.2,11.5,750.0,1500.0,3.0,,0.0,high_MET
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR3_Njet5_Nb0_HT500_MHT_500,819.0,806.0,57.0,500.0,500.0,5.0,,0.0,
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR4_Njet5_Nb0_HT1500_MHT750,25.0,23.0,6.5,750.0,1500.0,5.0,,0.0,high_MET
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR5_Njet9_Nb0_HT1500_MHT750,1.0,0.6,1.3,750.0,1500.0,9.0,,0.0,high_MET high_multiplicity
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR6_Njet2_Nb2_HT500_MHT500,216.0,196.0,28.0,500.0,500.0,2.0,,2.0,
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR7_Njet3_Nb1_HT750_MHT750,123.0,113.0,18.0,750.0,750.0,3.0,,1.0,high_MET
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR8_Njet5_Nb3_HT500_MHT500,17.0,19.5,8.4,500.0,500.0,5.0,,3.0,high_multiplicity
CMS-SUS-16-033-eff,CMS,13.0,35.9,SR9_NJet5_Nb2_HT1500_MHT750,6.0,4.4,3.4,750.0,1500.0,5.0,,2.0,high_MET high_multiplicity
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR1,186.0,185.0,22.0,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR10,182.0,206.9,25.0054,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR11,210.0,237.8,16.51121,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR2,5.0,4.0,1.0,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR3,3.0,0.8,0.44227,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR4,4.0,3.1,1.2,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR5,1.0,0.9,0.52631,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR6,5.0,3.6,1.3,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR7,3.0,4.1,1.6,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR8,1.0,1.0,0.51274,,,,,,
CMS-SUS-16-039-agg,CMS,13.0,35.9,AR9,162.0,141.5,9.90959,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_highMET_M_10to20,1.0,1.5,0.6,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_highMET_M_20to30,2.0,1.5,0.8,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_highMET_M_30to50,0.0,1.2,0.6,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_highMET_M_4to9,2.0,1.4,0.7,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_lowMET_M_10to20,15.0,12.0,2.3,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_lowMET_M_20to30,19.0,17.0,2.4,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_lowMET_M_30to50,18.0,11.0,2.0,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_lowMET_M_4to9,2.0,3.5,1.0,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_medMET_M_10to20,0.0,3.5,0.9,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_medMET_M_20to30,3.0,2.0,0.7,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_medMET_M_30to50,1.0,0.51,0.51,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,Ewkino_medMET_M_4to9,1.0,1.6,0.7,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_highMET_PT_12to20,11.0,10.0,1.9,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_highMET_PT_20to30,9.0,10.0,2.5,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_highMET_PT_5to12,4.0,4.7,1.3,,,,,,high_MET
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_lowMET_PT_12to20,51.0,37.0,6.8,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_lowMET_PT_20to30,67.0,54.0,6.5,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_lowMET_PT_5to12,16.0,14.0,2.3,,,,,,compressed
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_medMET_PT_12to20,40.0,41.0,5.6,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_medMET_PT_20to30,44.0,45.0,7.0,,,,,,
CMS-SUS-16-048-ma5,CMS,13.0,35.9,stop_medMET_PT_5to12,23.0,23.0,3.5,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar1,3905.0,3658.3,238.76767,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar10,6.0,4.5,3.49285,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar11,12.0,13.0,4.47214,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar12,5.0,5.0,2.91548,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar13,0.0,1.8,2.33452,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar14,3.0,2.7,3.94588,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar15,2.0,9.6,4.73814,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar16,1.0,3.4,4.53872,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar17,0.0,1.3,1.82483,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar18,10.0,7.5,3.09613,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar19,0.0,0.9,2.03961,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar2,39.0,27.5,21.82888,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar20,4.0,2.1,1.64499,,,,,,
CMS-SUS-16-050-agg,CMS,13.0,35.9,ar21,2.0,1.8,1.55242,,,,,,
